,,,,,,,,,,,,,,,,
1,,,10,,,25,,,50,,,100,,,250,
x, y,,x, y,,x, y,,x, y,,x, y,,x, y
1.061403949,1,,1.026316769,0.530423314,,1.035088341,0.486772551,,1.026316769,0.471560858,,1.026316769,0.464285754,,1.061403949,0.453703771
1.570175655,1,,1.210526922,0.507936516,,1.140350775,0.471560858,,1.184210421,0.447090015,,1.114036059,0.448412712,,1.175438849,0.434523852
2.043860181,1,,1.368421466,0.490079429,,1.28947464,0.453042355,,1.342105857,0.424603217,,1.315789356,0.419312226,,1.342105857,0.410052941
2.561404351,1,,1.552632511,0.474867736,,1.385965502,0.441137608,,1.52631601,0.404761949,,1.517544438,0.395502664,,1.517544438,0.38558203
3.05263202,1,,1.780702309,0.458333346,,1.535087582,0.427248747,,1.736842664,0.383597917,,1.736842664,0.374338699,,1.771930737,0.360449771
3.605263372,1,,2.061403325,0.441137608,,1.692983019,0.411375705,,1.973684034,0.365079346,,1.921052817,0.353174666,,2.000000535,0.339285738
4.043859824,1,,2.307018052,0.430555625,,1.859650028,0.398809542,,2.175439116,0.349867788,,2.175439116,0.333994746,,2.271929979,0.316137592
4.640351712,1,,2.605263996,0.420634991,,2.061403325,0.383597917,,2.421052951,0.33597886,,2.464912596,0.314153478,,2.605263996,0.297619088
5.017545375,1,,2.903509048,0.410714357,,2.29824648,0.36904764,,2.684210822,0.31944447,,2.789474149,0.296296324,,2.991228339,0.276455056
5.605263907,1,,3.228070601,0.40211642,,2.578947495,0.353836015,,3.035087984,0.30291008,,3.175439384,0.27777782,,3.456141292,0.25330691
6.07017686,1,,3.596491799,0.396825429,,2.859649403,0.339285738,,3.298245855,0.291666748,,3.596491799,0.261904779,,4.008773535,0.232804226
6.60526239,1,,4.026316679,0.392195786,,3.122807274,0.33002652,,3.675439518,0.279100518,,3.956140533,0.250661448,,4.438596631,0.219576713
7.087718487,1,,4.456139775,0.388888908,,3.421053219,0.32142865,,4.008773535,0.266534422,,4.324560839,0.238095284,,4.938595872,0.204365155
7.640350731,1,,4.850876582,0.388227559,,3.780701952,0.309523836,,4.368420484,0.257936552,,4.78070222,0.227513301,,5.552630905,0.192460341
8.04385911,1,,5.263158317,0.383597917,,4.096492826,0.301587382,,4.745614147,0.249338616,,5.166667455,0.216931251,,5.991227357,0.182539707
8.570174852,1,,5.719299698,0.380952455,,4.491229633,0.29431221,,5.043860091,0.244047691,,5.614035479,0.209656079,,6.508771527,0.173280421
9.017542877,1,,6.236842084,0.37962969,,4.97368573,0.284391576,,5.482456543,0.234788406,,6.000000714,0.203703739,,6.991227625,0.166005317
9.543858619,1,,6.771929399,0.378968274,,5.464911615,0.278439169,,5.885964922,0.230158763,,6.385964164,0.197089983,,7.456140578,0.161375741
10.04385965,1,,7.298245141,0.378306858,,5.912281423,0.275132291,,6.228070512,0.226190469,,7.052632199,0.187830765,,7.89473703,0.154761985
18.69298489,1,,7.789472811,0.376984161,,6.36842102,0.273148178,,6.675438536,0.218915365,,7.508771795,0.181217009,,8.403507844,0.149470927
,,,8.245614192,0.37499998,,6.859648689,0.270502716,,7.017544126,0.216931251,,7.947368247,0.17857148,,8.938596943,0.1455027
,,,8.79824465,0.376322812,,7.307016713,0.267195838,,7.456140578,0.212962957,,8.421052772,0.174603253,,9.517543903,0.138888944
,,,9.175438313,0.376322812,,7.771929666,0.267857186,,7.938596675,0.208994731,,8.79824465,0.170634959,,9.991228428,0.137566179
,,,9.535087047,0.375661396,,8.166666473,0.265211657,,8.456140846,0.206349201,,9.368420038,0.167989497,,,
,,,10.02631472,0.375661396,,8.649122571,0.264550308,,8.885963941,0.204365155,,10,0.164682619,,,
,,,,,,9.22806953,0.260582082,,9.350876894,0.199735445,,,,,,
,,,,,,9.622806337,0.260582082,,9.7192972,0.200396861,,,,,,
,,,,,,9.982455071,0.26124343,,9.991228428,0.201719626,,,,,,
